,ID,Name,Address,ZipCode,FIPS_CODE,Pickup_InStore,Pickup_Curbside,Local_Delivery,Total Households,Hoseholds with Low Income,Hoseholds with Midium Income,Hoseholds with High Income,Hoseholds with Supplement Security Income,Hoseholds with Cash Public Assistance Income,White,TP_Black/African_American,TP_American_Indian,TP_Asian,TP_Other_Pacific_Islander,TP_Some_Other_Race,TP_Non_Hispan/Latin,TP_Hispan/Latin,Total_Population,POP_Teenager,POP_Adult,POP_Elder,Teenager_Worked_In_Past_1_Year,Adult_Worked_In_Past_1_Year,Elder_Worked_In_Past_1_Year,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,NPOPCHG_2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,GQESTIMATES2016,GQESTIMATES2017,GQESTIMATES2018,GQESTIMATES2019,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RBIRTH2019,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RDEATH2019,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RNATURALINC2019,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RINTERNATIONALMIG2019,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RDOMESTICMIG2019,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018,RNETMIG2019,2017_sale,2018_sale,2019_sale,2020_sale,NPOPCHG2020,BIRTHS2020,DEATHS2020,NATURALINC2020,NETMIG2020,RESIDUAL2020,RBIRTH2020,RDEATH2020,POPESTIMATE2020,INTERNATIONALMIG2020,DOMESTICMIG2020,GQESTIMATES2020,RNATURALINC2020,RINTERNATIONALMIG2020,RDOMESTICMIG2020,RNETMIG2020
45,45,North Carolina-Durham,4215 University Dr,27707,74198,1.0,1.0,1.0,175973,18552,54458,51006,6252,2382,263901,130068,1592,26169,125,14687,396192,53203,371985,67666,192033,112286,245.5,490.5,122.2,5094483,5095639,5106866,5170633,5240566,5300939,5360259,5426129,5488211,5534975,5573106,5593033,11227,63767,69933,60373,59320,65870,62082,46764,38131,19927,16126,65586,65958,65614,66302,67474,66945,67039,66166,65697,7370,31354,31176,33005,32680,33723,34691,35541,37424,38190,8756,34232,34782,32609,33622,33751,32254,31498,28742,27507,3651,19438,19142,22073,25740,30120,31124,30054,25854,15485,-829,10154,16144,6151,305,2148,-1263,-14726,-16490,-23011,2822,29592,35286,28224,26045,32268,29861,15328,9364,-7526,-351,-57,-135,-460,-347,-149,-33,-62,25,-54,109485,110632,111117,114247,114735,114749,114950,115481,115989,118564,118106,108.9631394,108.18134840000002,106.5607935,107.13098500000001,107.188332,105.4997753,106.5693798,105.28092009999999,103.9477464,71.52896498,68.85925016,72.34954350000001,72.70365525,74.76518607,75.17261129,77.75250386,76.49750759,75.79259871,37.43417437,39.32209819,34.21124998,34.4273297,32.42314595,30.32716399,28.81687596,28.78341252,28.15514773,20.48701492,22.78381765,24.48260602,25.38454199,28.41381745,30.131727,30.18208869,24.84734878,16.43717954,24.74221976,17.35558319,16.28392292,12.53818036,11.37063404,15.07969207,9.802053841000001,22.94836826,5.446309113,45.22923468,40.13940085,40.76652894,37.92272237,39.78445149,45.21141906,39.98414253,47.79571704,21.88348866,8489352.0,8913211.0,9341008.0,7692046.0,33170.92578125,66092.962890625,37112.66015625,28980.302734375,4235.84765625,-45.2265625,104.90914951497396,76.02164866302083,5655902.311187744,17162.075424194336,-30163.201095581055,119088.85514831543,25.97543802149597,18.911749330075683,11.716473292449951,30.628222623530274
46,46,Michigan-Troy,200 W 14 Mile Rd,48083,26125,1.0,1.0,1.0,501260,38736,126071,147116,20008,7568,941026,171098,3302,90212,323,9911,1200786,50057,1020293,136029,500140,384124,138.9,243.0,54.5,1202362,1202384,1203106,1212643,1223598,1235468,1242853,1244602,1251027,1256016,1256694,1257584,722,9537,10955,11870,7385,1749,6425,4989,678,890,3349,13196,13330,13246,13498,13487,13617,13544,13045,13042,2259,9839,9796,10188,9975,10643,10517,10564,10917,10978,1090,3357,3534,3058,3523,2844,3100,2980,2128,2064,1021,5294,5492,5702,5995,5679,7352,5554,3625,3617,-1400,920,2219,3247,-1915,-6729,-3988,-3511,-5064,-4781,-379,6214,7711,8949,4080,-1050,3364,2043,-1439,-1164,11,-34,-290,-137,-218,-45,-39,-34,-11,-10,12496,12493,12486,12567,12649,12773,13093,13295,13385,13242,13741,10.92497606,10.94308814,10.773196,10.89285851,10.84401527,10.91267973,10.80476083,10.38321175,10.37435001,8.145713814,8.041897333,8.286072842000001,8.049804686,8.557340736,8.428336103,8.427458165,8.689422974,8.732526793,2.77926225,2.90119081,2.48712316,2.8430538260000002,2.2866745330000002,2.484343626,2.377302663,1.693788778,1.6418232190000002,4.382905674,4.508585152,4.637533112,4.837952791,4.566112754,5.8919014,4.430717781999999,2.8853309769999997,2.8771679189999997,0.761668534,1.821658859,2.640840059,-1.5454011,-5.410349132,-3.195987865,-2.8009092780000002,-4.0307078810000005,-3.80307985,5.144574209,6.3302440110000004,7.278373171,3.2925516910000003,-0.844236378,2.695913535,1.629808504,-1.1453769040000001,-0.925911932,,,,,1977.69921875,13159.46484375,10835.845703125,2323.619140625,-324.197265625,-21.724609375,10.49410559346354,8.640032894843749,1262624.3089904785,2639.127975463867,-6297.366439819336,13802.755187988281,1.4255143235142824,2.4857364180220944,-4.913607303285339,-2.4278708858841553
47,47,Michigan-Bloomfield Hills,2101 S Telegraph Rd,48302,26125,1.0,1.0,1.0,501260,38736,126071,147116,20008,7568,941026,171098,3302,90212,323,9911,1200786,50057,1020293,136029,500140,384124,138.9,243.0,54.5,1202362,1202384,1203106,1212643,1223598,1235468,1242853,1244602,1251027,1256016,1256694,1257584,722,9537,10955,11870,7385,1749,6425,4989,678,890,3349,13196,13330,13246,13498,13487,13617,13544,13045,13042,2259,9839,9796,10188,9975,10643,10517,10564,10917,10978,1090,3357,3534,3058,3523,2844,3100,2980,2128,2064,1021,5294,5492,5702,5995,5679,7352,5554,3625,3617,-1400,920,2219,3247,-1915,-6729,-3988,-3511,-5064,-4781,-379,6214,7711,8949,4080,-1050,3364,2043,-1439,-1164,11,-34,-290,-137,-218,-45,-39,-34,-11,-10,12496,12493,12486,12567,12649,12773,13093,13295,13385,13242,13741,10.92497606,10.94308814,10.773196,10.89285851,10.84401527,10.91267973,10.80476083,10.38321175,10.37435001,8.145713814,8.041897333,8.286072842000001,8.049804686,8.557340736,8.428336103,8.427458165,8.689422974,8.732526793,2.77926225,2.90119081,2.48712316,2.8430538260000002,2.2866745330000002,2.484343626,2.377302663,1.693788778,1.6418232190000002,4.382905674,4.508585152,4.637533112,4.837952791,4.566112754,5.8919014,4.430717781999999,2.8853309769999997,2.8771679189999997,0.761668534,1.821658859,2.640840059,-1.5454011,-5.410349132,-3.195987865,-2.8009092780000002,-4.0307078810000005,-3.80307985,5.144574209,6.3302440110000004,7.278373171,3.2925516910000003,-0.844236378,2.695913535,1.629808504,-1.1453769040000001,-0.925911932,,,,,1977.69921875,13159.46484375,10835.845703125,2323.619140625,-324.197265625,-21.724609375,10.49410559346354,8.640032894843749,1262624.3089904785,2639.127975463867,-6297.366439819336,13802.755187988281,1.4255143235142824,2.4857364180220944,-4.913607303285339,-2.4278708858841553
48,48,Ohio-Columbus,6060 E Main St,43213,39049,1.0,1.0,1.0,504702,56001,159835,159621,25692,11571,853540,283279,2473,65029,491,20285,1206289,69044,1019324,157739,563381,298204,145.4,241.7,54.9,2118803,2119254,2123420,2143473,2164762,2185630,2207778,2228744,2250000,2275932,2292747,2306386,4166,20053,21289,20868,22148,20966,21256,25932,16815,13639,7441,29342,29800,30017,30147,30410,30418,30269,29603,29559,4164,17544,17560,18184,18059,19267,19011,19490,19866,19844,3277,11798,12240,11833,12088,11143,11407,10779,9737,9715,1051,5051,5938,8046,7023,8335,8352,6691,4529,4041,-46,3203,3218,1008,3171,1589,1552,8440,2587,-37,1005,8254,9156,9054,10194,9924,9904,15131,7116,4004,-116,1,-107,-19,-134,-101,-55,22,-38,-80,52032,52237,53455,53786,53753,55378,55490,55721,58359,57863,58095,280.1362618,278.34330919999996,274.44629,271.6701517,279.2742428,274.0578201,277.82668789999997,270.3186604,268.61442539999996,238.2198608,243.106944,247.1972954,245.96117310000002,257.5660406,251.1123528,254.00689300000002,249.0431794,243.8807443,41.91640098,35.23636519,27.24899463,25.70897859,21.70820217,22.94546736,23.819794899999998,21.27548097,24.73368118,15.7909343,15.89238708,21.74503147,19.491970300000002,21.49421005,21.54449835,17.28288016,13.13542125,10.67353052,-24.7045576,-24.54800842,-78.88690759999999,-14.92027871,-40.63187286,43.47418102,58.34958038,50.36848193,60.98589884,-8.913623302000001,-8.655621337000001,-57.14187613,4.571691595,-19.13766279,65.01867937,75.63246054,63.50390319,71.65942935,,,,,16909.484375,29737.9296875,19667.689453125,10070.240234375,6895.390625,-56.146484375,271.0319228252604,247.3680972325521,2330582.776611328,2974.024368286133,1355.2991638183594,59095.80516052246,23.24245279546936,9.515043609118045,91.83789781009277,101.35294141288902
49,49,Michigan-Wixom,10800 Assembly Park Dr,48393,26125,1.0,1.0,1.0,501260,38736,126071,147116,20008,7568,941026,171098,3302,90212,323,9911,1200786,50057,1020293,136029,500140,384124,138.9,243.0,54.5,1202362,1202384,1203106,1212643,1223598,1235468,1242853,1244602,1251027,1256016,1256694,1257584,722,9537,10955,11870,7385,1749,6425,4989,678,890,3349,13196,13330,13246,13498,13487,13617,13544,13045,13042,2259,9839,9796,10188,9975,10643,10517,10564,10917,10978,1090,3357,3534,3058,3523,2844,3100,2980,2128,2064,1021,5294,5492,5702,5995,5679,7352,5554,3625,3617,-1400,920,2219,3247,-1915,-6729,-3988,-3511,-5064,-4781,-379,6214,7711,8949,4080,-1050,3364,2043,-1439,-1164,11,-34,-290,-137,-218,-45,-39,-34,-11,-10,12496,12493,12486,12567,12649,12773,13093,13295,13385,13242,13741,10.92497606,10.94308814,10.773196,10.89285851,10.84401527,10.91267973,10.80476083,10.38321175,10.37435001,8.145713814,8.041897333,8.286072842000001,8.049804686,8.557340736,8.428336103,8.427458165,8.689422974,8.732526793,2.77926225,2.90119081,2.48712316,2.8430538260000002,2.2866745330000002,2.484343626,2.377302663,1.693788778,1.6418232190000002,4.382905674,4.508585152,4.637533112,4.837952791,4.566112754,5.8919014,4.430717781999999,2.8853309769999997,2.8771679189999997,0.761668534,1.821658859,2.640840059,-1.5454011,-5.410349132,-3.195987865,-2.8009092780000002,-4.0307078810000005,-3.80307985,5.144574209,6.3302440110000004,7.278373171,3.2925516910000003,-0.844236378,2.695913535,1.629808504,-1.1453769040000001,-0.925911932,5904059.0,13622879.0,13162393.0,10745685.0,1977.69921875,13159.46484375,10835.845703125,2323.619140625,-324.197265625,-21.724609375,10.49410559346354,8.640032894843749,1262624.3089904785,2639.127975463867,-6297.366439819336,13802.755187988281,1.4255143235142824,2.4857364180220944,-4.913607303285339,-2.4278708858841553
50,50,Ohio-Columbus-North,1160 Gemini Pl,43240,39041,1.0,1.0,1.0,68649,2878,11863,18089,1697,765,172894,6551,198,11579,63,814,192026,4982,153408,21674,80979,50755,145.8,253.0,61.0,958095,957829,958959,962581,965413,969681,974343,977371,981155,984817,989040,994214,1130,3622,2832,4268,4662,3028,3784,3662,4223,5174,2852,11316,11152,11135,11275,11203,10933,10700,10844,10662,2149,8802,8672,9237,8729,8991,8951,9304,9238,9281,703,2514,2480,1898,2546,2212,1982,1396,1606,1381,500,2062,1859,2076,2273,2339,2803,2220,2038,1676,-60,-953,-1454,320,-115,-1509,-982,58,580,2139,440,1109,405,2396,2158,830,1821,2278,2618,3815,-13,-1,-53,-26,-42,-14,-19,-12,-1,-22,37004,36892,37198,36851,36556,36411,36109,36536,36686,36169,36143,64.87211656,64.23179994,65.05133456,64.59225516,65.29349905,63.13309512,61.3904029,61.89040834,60.29550727,57.49664747,58.50375576,61.55535181,58.15198277,61.17572988,60.27110371,62.02256472,61.75764801,63.34603142,7.37546908,5.7280441820000005,3.495982728,6.440272396,4.117769172,2.8619914,-0.6321618170000001,0.132760324,-3.0505241389999997,6.729834489,6.209929703999999,7.311638141,7.917018643,7.832970756,9.568172498,7.091780875,6.805400627,5.719863478,-3.738746912,-12.28540259,-2.542031367,-1.324703746,-12.60208932,-3.8176696839999997,9.206101671,-3.49952327,9.982322636000001,2.991087577,-6.0754728810000005,4.769606778,6.592314892999999,-4.769118563,5.750502804,16.29788254,3.3058773560000003,15.70218612,2863949.0,11411424.0,11424463.0,9169660.0,4560.88671875,10758.21875,9225.802734375,1532.416015625,3043.95703125,-15.48828125,61.3015756959375,62.39318244523437,997674.9559020996,1551.4643096923828,2191.5963745117188,36101.024978637695,-3.896400919205811,5.866972514222534,10.912708109925234,16.779680626256777
51,51,North Carolina-Greensboro,6103 Landmark Center Blvd,27407,37081,1.0,1.0,1.0,202731,25211,74236,59065,8992,3236,292060,176785,2507,25680,287,13409,482758,40824,423603,71562,208321,143720,122.4,233.9,50.3,488406,488454,489618,494953,500514,506400,512233,517053,524265,528243,532607,537174,1164,5335,5561,5886,5833,4820,7212,3978,4364,4567,1459,6054,6069,6214,6121,6181,6177,6190,6155,6111,786,3862,3811,4047,3994,4315,4275,4519,4547,4602,673,2192,2258,2167,2127,1866,1902,1671,1608,1509,318,889,1371,1498,1596,1298,1475,1603,1187,1132,223,2257,1980,2249,2169,1702,3827,734,1582,1947,541,3146,3351,3747,3765,3000,5302,2337,2769,3079,-50,-3,-48,-28,-59,-46,8,-30,-13,-21,15492,15512,15381,15696,15832,16376,17063,20064,19248,20256,20255,12.29774186,12.1932721,12.34266283,12.01806735,12.01026731,11.86381106,11.7623809,11.60390253,11.42476825,7.84504114,7.656707857000001,8.038422348,7.8418822089999995,8.384452912,8.210748302,8.587108127,8.572371212,8.603630089,4.452700719,4.536564246,4.304240481,4.176185142,3.6258144,3.653062753,3.175272777,3.031531319,2.821138158,1.805862655,2.754486085,2.975427892,3.133611418,2.522136705,2.832948244,3.046057607,2.237828157,2.116321004,4.584737921,3.9780324210000004,4.467114371,4.258648601,3.3071468960000003,7.350300292999999,1.394763745,2.9825140219999997,3.639997345,6.390600576000001,6.732518506,7.442542262999999,7.392260019,5.829283601,10.18324854,4.4408213519999995,5.220342178,5.756318349,12900315.0,12683113.0,12846492.0,11709817.0,4650.244140625,6135.779296875,4526.615234375,1609.162109375,3060.91796875,-19.837890625,11.580266256184895,8.539372149697916,542670.3148498535,1046.8356475830078,1282.4288177490234,21506.554412841797,2.4949702435578613,1.935196056571228,2.893734172609253,4.828930228731263
52,52,Ypsilanti,3100 Washtenaw Ave,48197,26161,1.0,1.0,1.0,140210,14820,36767,39647,4766,2015,269777,43099,1202,33165,189,2635,348962,16999,306370,77102,137851,91417,150.9,245.5,59.2,344791,345163,345717,349753,352303,356040,360021,362975,366135,368807,369483,367601,554,4036,2550,3737,3981,2954,3160,2672,676,-1882,975,3824,3778,3666,3750,3649,3698,3666,3487,3473,547,2064,2077,2140,2164,2183,2179,2227,2406,2448,428,1760,1701,1526,1586,1466,1519,1439,1081,1025,517,2159,2202,2304,2219,2016,2452,1965,1208,1160,-385,120,-1328,-34,244,-486,-802,-718,-1622,-4098,132,2279,874,2270,2463,1530,1650,1247,-414,-2938,-6,-3,-25,-59,-68,-42,-9,-14,9,31,18087,18088,18242,18036,18213,19652,21409,22320,22583,22604,20947,10.99687981,10.7626742,10.35091756,10.473968,10.0941084,10.14387404,9.976297449,9.446152596000001,9.423620646,5.9355543729999996,5.916906912999999,6.042270482,6.044177801,6.038760934,5.977150224,6.060342177000001,6.517764022000001,6.642390827000001,5.061325435,4.845767288999999,4.308647082,4.429790199,4.055347471,4.166723814,3.9159552730000002,2.928388574,2.7812298189999995,6.208750917000001,6.273003863,6.505322986,6.197795997999999,5.576794339,6.726008421,5.3473607439999995,3.2724268239999996,3.1475381369999997,0.345090371,-3.783173992,-0.09599869,0.681506185,-1.344405778,-2.199942396,-1.953895682,-4.393937342,-11.11949249,6.553841287000001,2.489829871,6.409324296,6.879302182000001,4.2323885610000005,4.5260660260000005,3.3934650630000003,-1.121510518,-7.97195435,6160282.0,5961642.0,5757900.0,5303216.0,-34.296875,3526.701171875,2374.0078125,1152.69140625,-1199.46484375,12.474609375,9.59819316751302,6.45852122521224,371376.6098937988,741.7677459716797,-3864.701889038086,22460.360290527344,2.4978949508862915,2.496763544893493,-9.777906229306701,-7.281142682012755
53,53,Ohio-Hilliard,3599 Park Mill Run Dr,43026,78146,1.0,1.0,1.0,519782,56950,164484,165058,26411,11908,893244,285877,2582,65552,505,20342,1249419,69902,1055492,162256,582429,310807,286.9,444.3,114.2,3466627,3467192,3473718,3497750,3521946,3548480,3575522,3600789,3629199,3664708,3689408,3711026,6526,24032,24196,26534,27042,25267,28410,35509,24700,21618,11442,46060,46441,46414,46705,47169,47105,46699,45976,45676,7169,29873,29667,31206,30697,32600,32375,33226,33667,33532,4273,16187,16774,15208,16008,14569,14730,13473,12309,12144,1308,6304,7184,9102,8119,9846,9702,7796,5478,4702,1019,1528,369,2260,3100,997,4052,14229,6961,4857,2327,7832,7553,11362,11219,10843,13754,22025,12439,9559,-74,13,-131,-36,-185,-145,-74,11,-48,-85,101028,101691,102303,102486,102154,104124,104282,103752,107855,107955,108081,508.31762069999996,509.93005539999996,504.3307615,500.1779991,510.5457322,507.81588439999996,505.81337360000003,492.62113110000007,488.03206500000005,418.6387045,420.8297114,438.1128961,432.2959166,446.04588210000003,445.2270089,450.43778889999993,436.370889,431.00942910000003,89.67891619,89.10034405,66.21786541,67.8820825,64.49985008,62.58887549,55.3755848,56.25024215,57.02263589,30.88231264,27.25446715,34.75989293,40.78029986,50.55023705,41.87393406,39.9909398,25.14692034,19.661551199999998,-79.79752528,-89.88826094,-98.03547226,-9.689139499,-59.04407068,92.07742297,171.69020880000002,117.45881570000002,96.35229369,-48.91521264,-62.63379379,-63.27557935,31.09116035,-8.493833607000001,133.951357,211.6811486,142.605736,116.0138449,14347484.0,13056819.0,12610677.0,9679402.0,24794.771484375,46018.884765625,33319.287109375,12699.59765625,12161.23828125,-66.064453125,493.8208374776042,436.15254637552084,3742402.3567504883,3511.4323120117188,8386.103698730469,109600.32887268066,51.80575789592652,18.907257595054325,175.07411437314406,193.98137195933504
54,54,Ohio-Toledo,2244 S Reynolds Rd,43614,39095,1.0,1.0,,179065,28646,65537,49203,13301,5681,311698,81735,1194,7758,148,9973,402169,30210,342588,50193,164957,127438,138.7,226.9,48.5,450713,450715,450332,448239,445531,444853,443221,442243,441434,439572,438229,436948,-383,-2093,-2708,-678,-1632,-978,-809,-1862,-1343,-1281,1497,5716,5748,5734,5897,5766,5696,5557,5597,5416,1064,4297,4409,4581,4475,4637,4625,4643,4716,4652,433,1419,1339,1153,1422,1129,1071,914,881,764,96,321,392,587,456,632,606,492,263,180,-923,-3844,-4520,-2418,-3533,-2732,-2476,-3277,-2477,-2229,-827,-3523,-4128,-1831,-3077,-2100,-1870,-2785,-2214,-2049,11,11,81,0,23,-7,-10,9,-10,4,10793,10894,11023,10562,10328,10187,10198,10425,9730,9887,9320,25.65542301,22.22199438,24.12916733,23.94905991,24.98990958,24.11093561,26.05815574,26.60744967,26.05760836,20.77990787,22.16177558,23.05763808,21.70068574,24.435156600000003,24.83678173,23.82748801,22.04568863,21.20314463,4.875515143,0.060218796,1.0715292490000001,2.248374169,0.554752985,-0.725846132,2.230667724,4.561761037,4.854463732,2.492535229,1.1168233509999999,1.34492828,1.04738378,1.342190206,1.17029503,0.90954466,0.382576762,0.19193369,-14.01943788,-18.86379834,-13.16684199,-13.99560429,-6.861677045,-8.455859535,-9.995617595,1.6730186000000002,-9.977038536,-11.52690265,-17.74697499,-11.82191371,-12.94822051,-5.519486839,-7.285564505,-9.086072934,2.055595363,-9.785104845,7325231.0,7374509.0,7539740.0,7073959.0,-1338.962890625,5517.0546875,4657.029296875,860.0234375,-2199.533203125,0.544921875,25.96908063526042,22.099045040247397,435782.926864624,117.01602172851562,-1801.6240997314453,9274.606719970703,6.238877021369384,0.20950327631109608,-3.2739732289732664,-3.0644699509855955
55,55,Michigan-Saginaw,5417 Bay Rd,48604,52162,1.0,1.0,,122539,16685,47988,37207,9424,3349,243655,37752,987,3082,12,3588,275910,21654,241266,34661,106966,99639,263.2,440.0,69.4,476792,476792,476747,475871,477087,478184,479583,480030,480552,480746,480733,468370,-45,-876,1216,1097,1399,447,522,194,-13,-12363,1397,5494,5729,5611,5626,5587,5639,5571,5497,5391,1257,4763,4767,4946,5003,5354,5259,5434,5424,5290,140,731,962,665,623,233,380,137,73,101,126,426,699,509,655,861,909,788,563,397,-306,-2025,-438,-133,17,-674,-763,-716,-647,-12885,-180,-1599,261,376,672,187,146,72,-84,-12488,-5,-8,-7,56,104,27,-4,-15,-2,24,12371,12368,12291,12499,12524,12417,12562,12371,12216,12088,12136,34.37633877,35.322581799999995,34.44368545,34.63963291,34.18832092,34.49334597,34.0102845,33.46602675,33.27389298,30.28618221,30.41048316,31.17666051,31.5405,33.96772785,33.24372346,34.32182175,33.9322625,33.48051395,4.090156554,4.9120986360000005,3.2670249489999996,3.0991329039999997,0.22059307,1.2496225140000001,-0.311537248,-0.466235749,-0.206620973,2.592019919,4.07068473,2.8789755919999998,3.64861922,4.7376766880000005,4.94629182,4.245780089,3.009928608,2.142110665,-11.8286186,-2.8943540189999997,0.43320334200000005,-1.308692787,-4.9551041069999995,-6.436220942,-4.18007393,-3.8397736030000003,-72.85669725,-9.236598682999999,1.1763307109999999,3.3121789319999997,2.339926438,-0.217427418,-1.489929122,0.065706157,-0.829844995,-70.71458658,7531534.0,7093742.0,6850123.0,5849912.0,-6080.24609375,5466.22265625,5328.0078125,138.21484375,-6230.685546875,12.224609375,33.56287463541666,33.62758017929688,472218.087890625,396.89109802246094,-9756.443878173828,12009.025497436523,-1.4864838173732298,2.094568464688538,-57.44293050033619,-55.348362032960154
56,56,Ohio-Huber Heights,8221 Troy Pike,45424,117279,1.0,1.0,1.0,330381,42013,113272,100651,19909,9170,628914,123398,1614,17566,241,5651,781188,21457,648027,98231,299296,250500,430.8,712.8,149.0,4462724,4462374,4472467,4510224,4550360,4578908,4615615,4645689,4677703,4715344,4747572,4778494,10093,37757,40136,28548,36707,30074,32014,37641,32228,30922,14142,55949,56437,56442,56886,57053,57148,56660,55720,55252,9098,36985,37034,38451,37977,40127,39991,41253,41728,41272,5044,18964,19403,17991,18909,16926,17157,15407,13992,13980,3591,13728,17102,15491,16646,18363,16198,15105,10721,10092,1653,5086,3551,-5068,870,-5292,-1308,7180,7513,6867,5244,18814,20653,10423,17516,13071,14890,22285,18234,16959,-195,-21,80,134,282,77,-33,-51,2,-17,118065,118237,119013,119127,120052,120213,118272,118969,119363,119684,119051,402.80705389999997,404.8422697,404.93983439999994,396.5985945,397.60558260000005,397.8780393,397.67454480000004,393.2966849,386.7661162,350.7666877,354.9672773,360.6935325,355.1036568,383.4037777,378.3317385,395.0348415,373.70344730000005,372.287442,52.04036626,49.87499242,44.24630185,41.49493768,14.201804899999999,19.54630076,2.639703355,19.59323758,14.47867422,29.50881571,46.69495469,45.46557716,47.76726291,50.81880065,47.1107153,39.140102299999995,31.11285888,25.95050125,-54.95899971,-133.33254409999998,-106.6978511,-57.48343388,-175.69468899999998,-19.12521199,27.09039106,85.03268248,-19.21194779,-25.450184,-86.63758941,-61.23227397,-9.716170952999999,-124.87588829999999,27.98550331,66.23049337,116.14554140000001,6.738553436,,,,,32248.197265625,55735.060546875,41142.83203125,14592.2265625,17664.365234375,-8.396484375,391.2298520816406,375.71762097968747,4812095.79927063,7511.084335327148,9897.557739257812,119126.00503540039,7.063158097424928,20.422246253129273,77.91600511503478,98.33825136576674
