ID,Name,Address,ZipCode,FIPS_CODE,Pickup_InStore,Pickup_Curbside,Local_Delivery,POPESTIMATE2017,NPOPCHG_2017,BIRTHS2017,DEATHS2017,NATURALINC2017,INTERNATIONALMIG2017,DOMESTICMIG2017,NETMIG2017,RESIDUAL2017,RBIRTH2017,RDEATH2017,RNATURALINC2017,RINTERNATIONALMIG2017,RDOMESTICMIG2017,RNETMIG2017,2017_sale
122,Minnesota-Blaine,4405 NE Pheasant Ridge Dr,55449,54126,1.0,1.0,1.0,906685,7100,12181,6640,5541,2587,-979,1608,-49,40.52706082,26.4948273,14.03223352,8.675821356,-2.610529704,6.065291652999999,9505440.0
123,Minnesota-Burnsville,14230 Burnhaven Dr,55306,27037,1.0,1.0,1.0,441528,3694,5570,2873,2697,550,471,1021,-24,30.19483393,16.25232742,13.9425065,2.728703313,-20.61590138,-17.88719807,10153496.0
124,Tennessee-Memphis,5280 Summer Ave,38122,47157,1.0,1.0,1.0,1353766,1923,18060,11870,6190,1750,-6013,-4263,-4,110.7755644,95.32712839,15.44843601,5.749562718,-20.84496738,-15.09540467,11587119.0
125,Tennessee-Memphis South,7697 Winchester Rd,38125,47157,1.0,1.0,1.0,1353766,1923,18060,11870,6190,1750,-6013,-4263,-4,110.7755644,95.32712839,15.44843601,5.749562718,-20.84496738,-15.09540467,6803906.0
126,Florida-Clermont,1002 E State Rd 50,34711,12069,1.0,1.0,1.0,1915343,9120,20248,18412,1836,2853,4338,7191,93,120.589245,134.4356306,-13.84638563,7.716274661,93.43582763,101.1521023,
127,Florida-Kissimmee,3003 W Vine St,34741,12097,1.0,1.0,1.0,382911,15437,4706,2578,2128,6727,6554,13281,28,33.85755967,30.50888593,3.34867374,19.85016723,13.24261607,33.09278329,
128,Iowa-Clive,10331 University Ave,50325,38202,1.0,1.0,,4280535,61347,60811,32144,28667,18388,14333,32721,-41,205.43340580000003,195.2477007,10.18570504,22.15591331,143.528996,165.68490930000004,11224223.0
129,Florida-Lutz,2160 Grand Cypress Dr,33559,24158,1.0,1.0,1.0,2365081,47118,26643,19862,6781,13543,26701,40244,93,32.41182194,27.44982061,4.962001319,13.43341233,36.68805177,50.1214641,
130,Florida-Clearwater,25813 US Hwy 19 N,33763,12103,1.0,1.0,1.0,968341,8467,8291,11926,-3635,2911,9156,12067,35,8.599663419,12.36998986,-3.770326442,3.01937284,9.496866273,12.51623911,
131,Florida-Palm Beach Gardens,100 Gander Way,33403,12099,1.0,1.0,1.0,1470344,19454,15148,14671,477,12207,6842,19049,-72,10.37095967,10.04438535,0.32657431800000003,8.357427032999999,4.684321763,13.0417488,
132,Florida-Ellenton,6126 US-301,34222,12081,1.0,1.0,1.0,385506,10133,3484,4074,-590,1460,9213,10673,50,9.1578293,10.70866721,-1.550837912,3.837666699,24.21672828,28.05439498,
133,Missouri-Springfield,3700 S Campbell Ave,65807,29077,1.0,1.0,,788060,3334,8748,8537,211,854,2296,3150,-27,150.3267539,167.0014034,-16.67464949,9.026212475,21.78770082,30.813913300000007,
134,Missouri-Lee's Summit,601 N State Highway 291,64086,29095,1.0,1.0,1.0,1739632,10292,21347,17913,3434,1904,4959,6863,-5,283.9612987,256.9449634,27.01633522,17.38407074,-6.6309411360000015,10.75312961,7287163.0
135,Missouri-Kansas City,600 NE Barry Rd,64155,58212,1.0,1.0,1.0,854122,11514,9935,7677,2258,1186,8051,9237,19,233.5108523,245.4863196,-11.97546729,15.28074346,22.15847165,37.4392151,7852840.0
136,Alabama-Mobile,312 Schillinger Rd,36608,1097,1.0,1.0,1.0,414045,-900,5585,4434,1151,385,-2431,-2046,-5,13.47422768,10.69735461,2.776873062,0.92884112,-5.864968214,-4.936127094,8115437.0
137,Mississippi-Jackson,6360 Ridgewood Court Dr,39211,28049,1.0,1.0,,239929,-2247,3111,2218,893,143,-3293,-3150,10,12.90590224,9.201315066,3.704587175,0.593231765,-13.66092449,-13.06769272,7771019.0
138,Kansas-Olathe,2000 E Santa Fe St,66062,20091,1.0,1.0,1.0,1217559,14261,14693,9063,5630,1856,6803,8659,-28,131.8271384,120.3937738,11.43336453,10.89812653,29.09882816,39.9969547,9517243.0
139,Arkansas-Little Rock,11801 Chenal Pkwy,72211,5119,1.0,1.0,,572911,-1468,7266,5825,1441,655,-3557,-2902,-7,82.14733939,81.3495078,0.797831595,5.3229713180000005,-47.43885145,-42.11588014,13060682.0
140,Mississippi-Hattiesburg,1000 Turtle Creek Dr,39402,84139,1.0,1.0,1.0,274817,-607,3531,3094,437,134,-1175,-1041,-3,85.77936953,86.02175752,-0.242387987,3.014430087,-18.41429829,-15.3998682,5562508.0
141,Iowa-Council Bluffs,3271 Marketplace Dr.,51501,19155,1.0,1.0,1.0,93416,-102,1192,946,246,3,-349,-346,-2,12.75316422,10.12121925,2.631944965,0.03209689,-3.733938181,-3.701841292,
142,Nebraska-Omaha,12990 W Center Rd,68144,31055,1.0,1.0,1.0,1476140,17160,18073,10843,7230,2760,7196,9956,-26,133.3962524,116.328371,17.06788143,13.94632536,49.70439807,63.65072344,
143,Mississippi-Gulfport,15065 Creosote Rd,39503,28047,1.0,1.0,,435666,2095,5399,4688,711,279,1109,1388,-4,92.45803852,94.65080006,-2.192761556,2.209717006,7.990822357000001,10.20053936,6141457.0
144,South Dakota-Sioux Falls,1601 W 41st St,57105,46099,1.0,1.0,,189538,3270,2948,1442,1506,1513,255,1768,-4,15.68894589,7.674172312,8.01477358,8.052026844,1.357083176,9.40911002,
145,Arkansas-Rogers,3551 S 27th St,72758,5007,1.0,1.0,,674317,14441,8544,5148,3396,1502,9520,11022,23,104.7209316,95.51694121,9.203990354,11.79967054,62.9917667,74.79143724,3370196.0
146,Nebraska-Lincoln,6845 S 27th St,68512,31109,1.0,1.0,,958240,9180,12207,8486,3721,2530,2952,5482,-23,44.09600161,48.17420816,-4.078206557,8.531425994,36.7834233,45.3148493,
147,Louisiana-Slidell,150 North Shore Blvd,70460,22103,1.0,1.0,1.0,255921,3453,2972,2176,796,117,2551,2668,-11,11.6918344,8.560374044,3.131460358,0.460277465,10.03562233,10.49589979,6031073.0
148,Louisiana-Kenner,1000 W Esplanade Blvd,70065,22051,1.0,1.0,1.0,436126,-446,5862,4291,1571,1060,-3064,-2004,-13,13.43420061,9.833871511,3.600329094,2.429248148,-7.021902193,-4.592654045,
149,Oklahoma-Tulsa,11015 E 51st St,74146,40143,1.0,1.0,1.0,646437,486,9461,5882,3579,1161,-4249,-3088,-5,14.64111397,9.102529581,5.538584387999999,1.796674064,-6.575424718,-4.778750654,15536355.0
150,Louisiana-Shreveport,1376 East 70th St,71105,22017,1.0,1.0,,245935,-2902,3285,2784,501,20,-3434,-3414,11,13.27884359,11.25366836,2.025175232,0.080845319,-13.88114121,-13.80029589,4217035.0
151,Kansas-Wichita,301 S Towne East Mall Dr,67207,20173,1.0,1.0,,515487,-5,7177,4535,2642,302,-2941,-2639,-8,21.17062159,23.20589063,-2.035269033,0.165950719,-35.73530129,-35.56935057,
152,Louisiana-Lafayette,4210 Ambassador Caffery Pkwy,70508,22055,1.0,1.0,,241756,481,3404,1748,1656,181,-1357,-1176,1,14.09433349,7.237630711,6.856702779,0.749434301,-5.618686999,-4.869252698,
153,Oklahoma-Oklahoma City North,2201 NW 138 St,73134,40109,,,,786068,1457,11694,7156,4538,1322,-4377,-3055,-26,14.89037544,9.111982779,5.778392657,1.683348412,-5.573385778,-3.890037366,
154,Texas-Tyler,3900 Troup Hwy,75703,48423,1.0,1.0,,266615,2323,3611,2537,1074,199,1057,1256,-7,49.57383710000001,48.82995103,0.7438860740000001,0.902862065,14.51638792,15.41924998,
155,Oklahoma-Moore,621 SW 19th St,73160,80136,1.0,1.0,1.0,1170906,3281,15818,10436,5382,1678,-3732,-2054,-47,46.74175019,43.13673237,3.605017822,3.424215776,-7.1244953,-3.700279525,10029908.0
156,Oklahoma-Oklahoma City,701 S MacArthur Blvd,73128,80126,1.0,1.0,1.0,926069,5072,13459,8120,5339,1376,-1629,-253,-14,27.66232202,16.08770884,11.57461317,2.074104851,14.31177524,16.38588009,15169414.0
157,Texas-Garland,3002 Firewheel Pkwy,75040,48113,1.0,1.0,1.0,2770606,31010,42019,17685,24334,13795,-6995,6800,-124,67.20393844,56.22170683,10.98223161,8.049984132999999,11.85113589,19.90112003,
158,Texas-Plano-East,2704 Central Expy,75074,48085,1.0,1.0,1.0,971864,28122,11099,4335,6764,5890,15446,21336,22,11.5879779,4.525982901,7.061995003,6.149490031,16.12648948,22.27597951,
159,Texas-Plano West,5540 State Highway 121,75024,96206,1.0,1.0,1.0,1807228,55274,21086,8052,13034,8537,33574,42111,129,23.74074723,9.049047244,14.69169999,9.370515405,38.1857067,47.5562221,
160,Texas-Mesquite,2727 Towne Centre Dr,75150,48113,1.0,1.0,1.0,2770606,31010,42019,17685,24334,13795,-6995,6800,-124,67.20393844,56.22170683,10.98223161,8.049984132999999,11.85113589,19.90112003,12684187.0
161,Texas-Farmers Branch,13307 Midway Rd,75244,48113,1.0,1.0,1.0,2770606,31010,42019,17685,24334,13795,-6995,6800,-124,67.20393844,56.22170683,10.98223161,8.049984132999999,11.85113589,19.90112003,10487183.0
162,Texas-Lewisville,2512 S Stemmons Fwy,75067,96234,1.0,1.0,1.0,3605970,58162,52006,21402,30604,16442,11133,27575,-17,79.35670777,60.74477117,18.6119366,11.27100951,33.91035311,45.18136262,
163,Texas-Grand Prairie,2650 W Interstate 20,75052,96552,1.0,1.0,1.0,4827057,63905,70427,30817,39610,21464,2978,24442,-147,81.12940474,62.65895069,18.47045406,11.80929141,16.739853,28.54914441,
164,Texas-N. Richland Hills,8651 Airport Fwy,76180,48439,1.0,1.0,1.0,2056451,32895,28408,13132,15276,7669,9973,17642,-23,13.9254663,6.437243858,7.488222447,3.759307276,4.888717103,8.648024377999999,9541904.0
165,Texas-Alliance,2201 Porter Creek Dr,76177,96560,1.0,1.0,1.0,2891815,60047,38395,16849,21546,10316,28101,38417,84,26.07823563,10.9603082,15.11792743,6.98033265,26.94793432,33.92826697,12881769.0
166,Texas-Mansfield,602 U.S. Hwy 287,76063,144829,1.0,1.0,1.0,3480120,51907,45648,23823,21825,9658,20466,30124,-42,182.1891171,158.74521289999996,23.44390425,17.55850883,20.16929369,37.72780254,
167,Texas-Fort Worth,5608 SW Loop 820,76132,48439,1.0,1.0,1.0,2056451,32895,28408,13132,15276,7669,9973,17642,-23,13.9254663,6.437243858,7.488222447,3.759307276,4.888717103,8.648024377999999,
168,Texas-Conroe,16778 I-45 South,77384,48339,1.0,1.0,1.0,3752791,33333,45972,30878,15094,14154,4101,18255,-16,214.0230124,197.131075,16.89193749,28.69511824,-7.395507546,21.2996107,17538894.0
169,Texas-Humble,9450 FM 1960 Bypass Rd West,77338,48201,1.0,1.0,1.0,4691915,34322,71282,26276,45006,34234,-45081,-10847,163,23.73284004,14.18219418,9.550645866,7.347100701,-0.370605253,6.9764954470000005,11632721.0
170,Texas-Wichita Falls,3111 Midwestern Pkwy #200,76308,96494,1.0,1.0,,142593,386,1731,1582,149,231,12,243,-6,31.99016922,34.83335293,-2.843183712,1.7567608680000002,0.471762167,2.228523035,4753529.0
171,Texas-Webster,20780 Gulf Fwy,77598,48201,1.0,1.0,1.0,4691915,34322,71282,26276,45006,34234,-45081,-10847,163,23.73284004,14.18219418,9.550645866,7.347100701,-0.370605253,6.9764954470000005,16712759.0
172,Texas-Willowbrook,12605 N Gessner Dr,77064,48201,1.0,1.0,1.0,4691915,34322,71282,26276,45006,34234,-45081,-10847,163,23.73284004,14.18219418,9.550645866,7.347100701,-0.370605253,6.9764954470000005,
173,Texas-Cypress,24340 Northwest Freeway,77429,48201,1.0,1.0,1.0,4691915,34322,71282,26276,45006,34234,-45081,-10847,163,23.73284004,14.18219418,9.550645866,7.347100701,-0.370605253,6.9764954470000005,
174,South Dakota-Rapid City,2200 N Maple Ave,57701,92196,1.0,1.0,,184885,2034,2172,1613,559,283,1186,1469,6,54.91856499,49.30699382,5.611571184,4.640782616,23.25872586,27.89950847,4859955.0
175,Texas-Pearland,3000 Kirby Dr,77584,48039,1.0,1.0,1.0,361853,8698,4683,2330,2353,415,5911,6326,19,13.09915414,6.517409595,6.58174454,1.160826173,16.53408074,17.69490691,3746033.0
176,Texas-College Station,2301 Earl Rudder Fwy,77845,48041,1.0,1.0,,223917,4178,2717,976,1741,1411,1018,2429,8,12.24822836,4.399805255,7.848423102999999,6.3607840310000014,4.589141136,10.94992517,
177,Texas-Katy,19420 Katy Fwy.,77094,48201,1.0,1.0,1.0,4691915,34322,71282,26276,45006,34234,-45081,-10847,163,23.73284004,14.18219418,9.550645866,7.347100701,-0.370605253,6.9764954470000005,
178,Texas-Sugar Land,16960 Southwest Fwy,77479,48157,1.0,1.0,1.0,767712,23552,9832,3187,6645,6051,10867,16918,-11,13.00639208,4.215965373,8.790426703,8.004645896,14.375555599999998,22.3802015,11700825.0
179,Texas-Richmond,4833 Waterview Meadow Dr,77406,48157,1.0,1.0,1.0,767712,23552,9832,3187,6645,6051,10867,16918,-11,13.00639208,4.215965373,8.790426703,8.004645896,14.375555599999998,22.3802015,3710485.0
180,Texas-Pflugerville,19000 Limestone Commercial Dr,78660,96944,1.0,1.0,1.0,2066933,46844,25273,10408,14865,8056,23797,31853,126,46.74719012,27.02846833,19.71872178,10.3036821,48.27861631,58.58229842,12307343.0
181,Texas-Cedar Park,4801 183A Toll Rd,78613,96944,1.0,1.0,1.0,2066933,46844,25273,10408,14865,8056,23797,31853,126,46.74719012,27.02846833,19.71872178,10.3036821,48.27861631,58.58229842,14719949.0
182,Texas-South Austin,5151 US Hwy 290,78735,48453,1.0,1.0,1.0,1227585,21475,15674,5607,10067,6245,5098,11343,65,12.88082525,4.607808292,8.273016956000001,5.132113926000001,4.189514298,9.321628224,
183,Texas-New Braunfels,642 S Walnut Ave,78130,144487,1.0,1.0,1.0,519496,21746,5792,3457,2335,527,18768,19295,116,44.68806967,32.8671362,11.82093347,2.921112074,121.6295113,124.5506233,
184,Texas-Live Oak,7613 N Loop 1604 E,78233,48029,1.0,1.0,1.0,1956988,29337,27411,13348,14063,4445,10806,15251,23,14.11250827,6.872195846,7.24031242,2.288500939,5.563451327,7.851952266,13597490.0
185,Colorado-Johnstown,4900 Thompson Pkwy,80534,8123,1.0,1.0,,305885,10173,4272,1837,2435,265,7423,7688,50,14.20219848,6.107078327000001,8.095120155,0.880988436,24.67764966,25.55863809,
186,Texas-San Antonio,8421 US Hwy 281,78216,48029,1.0,1.0,1.0,1956988,29337,27411,13348,14063,4445,10806,15251,23,14.11250827,6.872195846,7.24031242,2.288500939,5.563451327,7.851952266,10601858.0
187,Colorado-Longmont,955 S Hover St,80503,16082,1.0,1.0,1.0,666525,6291,6019,4205,1814,1182,3281,4463,14,18.09790327,12.63325044,5.4646528320000005,3.59787877,9.530891507,13.12877027,
188,Colorado-Broomfield,1660 W Midway Blvd,80020,24073,1.0,1.0,1.0,4395602,15025,53252,41166,12086,6458,-3418,3040,-101,446.3831989,409.8863593,36.49683959,59.39051312,20.97897888,80.36949200000002,
189,Texas-San Antonio NW,6840 NW Loop 410,78238,48029,1.0,1.0,1.0,1956988,29337,27411,13348,14063,4445,10806,15251,23,14.11250827,6.872195846,7.24031242,2.288500939,5.563451327,7.851952266,
190,Colorado-Colorado Springs,335 N Academy Blvd,80909,8041,1.0,1.0,1.0,1537500,14274,22188,9872,12316,1428,500,1928,30,28.85548622,12.93623951,15.91924672,1.823966258,2.174717357,3.998683615,6999499.0
191,Texas-Lubbock,4304 W Loop 289,79407,96522,1.0,1.0,,328390,3253,4390,2663,1727,420,1103,1523,3,26.30183896,16.80042164,9.50141732,1.543369007,-2.956190588,-1.412821581,
192,Texas-Corpus Christi,4949 Greenwood Dr,78416,48355,1.0,1.0,,361235,-407,4618,2912,1706,562,-2676,-2114,1,12.77672412,8.056695676,4.720028442,1.5548979980000002,-7.4037491860000015,-5.848851187999999,8525128.0
193,Texas-Odessa,4101 E 42nd St,79762,48135,1.0,1.0,,156951,-907,2717,1196,1521,343,-2786,-2443,15,17.26126,7.598257991,9.663002011,2.179099073,-17.69962104,-15.52052197,3980520.0
194,Montana-Billings,905 S 24th St W,59102,30111,1.0,1.0,,159266,1352,1936,1491,445,96,818,914,-7,12.20757929,9.401601614,2.805977678,0.60533451,5.157954473999999,5.763288984,
195,Texas-Laredo,5000 San Dario Ave,78041,48479,1.0,1.0,,273691,1390,5115,1413,3702,593,-2916,-2323,11,18.73653826,5.175900013,13.56063825,2.172192999,-10.68147519,-8.509282187,
196,Texas-Pharr,1600 W Kelly Ave,78577,48215,1.0,1.0,,860547,7263,14732,4350,10382,564,-3681,-3117,-2,30.66474852,17.10319085,13.56155767,1.12308622,-12.3950746,-11.27198838,
197,New Mexico-Albuquerque,11150 Lomas Blvd,87112,35001,1.0,1.0,,678203,520,7360,5755,1605,824,-1873,-1049,-36,10.85636993,8.48891426,2.367455671,1.215441416,-2.762769141,-1.547327725,7377183.0
198,Texas-El Paso,1120 McRae Blvd,79925,48141,1.0,1.0,1.0,1537500,14274,22188,9872,12316,1428,500,1928,30,28.85548622,12.93623951,15.91924672,1.823966258,2.174717357,3.998683615,4839401.0
199,Texas-El Paso West,655 Sunland Park Dr,79912,48141,1.0,1.0,1.0,1537500,14274,22188,9872,12316,1428,500,1928,30,28.85548622,12.93623951,15.91924672,1.823966258,2.174717357,3.998683615,
200,Utah-West Bountiful,190 500 W,84010,49011,1.0,1.0,1.0,355627,5743,5732,1905,3827,316,1616,1932,-16,35.33018183,14.37906783,20.95111399,0.91906151,4.2635404910000005,5.182602001,
201,Utah-Riverdale,1134 W Riverdale Rd,84405,98068,1.0,1.0,1.0,607203,10188,9576,3736,5840,716,3639,4355,-7,50.74604726,21.7220568,29.02399045,2.523209838,12.37652066,14.8997305,
202,Utah-Provo,1165 S University Ave,84601,49049,1.0,1.0,1.0,606742,16454,11873,2448,9425,1554,5447,7001,28,19.83743098,4.090123055,15.74730792,2.596426155,9.100857957,11.69728411,
203,Utah-Sandy,203 W 9000 S,84070,49035,1.0,1.0,1.0,1136719,16610,17368,6686,10682,5571,376,5947,-19,15.39151411,5.9251303160000015,9.466383792,4.937017797,0.333211038,5.270228835,
204,Utah-West Jordan,7453 Plaza Center Dr,84084,49035,1.0,1.0,1.0,1136719,16610,17368,6686,10682,5571,376,5947,-19,15.39151411,5.9251303160000015,9.466383792,4.937017797,0.333211038,5.270228835,
205,Idaho-Coeur D' Alene,201 W Neider Ave,83815,16055,1.0,1.0,,157320,4301,1826,1453,373,-99,4011,3912,16,11.76777653,9.363953612000001,2.403822916,-0.63801198,25.84915206,25.21114008,
206,Washington-Spokane,7619 N Division St,99208,53063,1.0,1.0,,505623,8734,6076,4491,1585,666,6461,7127,22,12.12155067,8.959493752,3.162056913,1.3286624,12.88962127,14.21828367,
207,Arizona-Tucson,5255 E Broadway Blvd,85711,4019,1.0,1.0,1.0,1026391,9684,11102,9504,1598,2022,6076,8098,-12,10.86780957,9.30351848,1.564291091,1.97934705,5.947830207000001,7.927177257,
208,Arizona-Prescott,1801 East State Route 69,86301,4025,1.0,1.0,,228082,3507,1833,3074,-1241,-19,4747,4728,20,8.098847472000001,13.58202789,-5.483180421,-0.083948774,20.97393832,20.88998955,
209,Arizona-Mesa,1944 S Greenfield Rd,85206,4013,1.0,1.0,1.0,4327184,71041,53268,30350,22918,9492,38534,48026,97,12.41197032,7.071849877999999,5.340120445,2.211729787,8.978802742000001,11.19053253,
210,Arizona-Scottsdale,15255 N Northsight Blvd,85260,4013,1.0,1.0,1.0,4327184,71041,53268,30350,22918,9492,38534,48026,97,12.41197032,7.071849877999999,5.340120445,2.211729787,8.978802742000001,11.19053253,
211,Arizona-Gilbert,1891 Williams Field Rd,85295,4013,1.0,1.0,1.0,4327184,71041,53268,30350,22918,9492,38534,48026,97,12.41197032,7.071849877999999,5.340120445,2.211729787,8.978802742000001,11.19053253,4109812.0
212,Arizona-Phoenix,12025 N 32nd St,85028,4013,1.0,1.0,1.0,4327184,71041,53268,30350,22918,9492,38534,48026,97,12.41197032,7.071849877999999,5.340120445,2.211729787,8.978802742000001,11.19053253,10082286.0
213,Arizona-Tempe South,1050 W Elliot Rd,85284,4013,1.0,1.0,1.0,4327184,71041,53268,30350,22918,9492,38534,48026,97,12.41197032,7.071849877999999,5.340120445,2.211729787,8.978802742000001,11.19053253,
214,Arizona-Peoria,10140 N 91st Ave,85345,4013,1.0,1.0,1.0,4327184,71041,53268,30350,22918,9492,38534,48026,97,12.41197032,7.071849877999999,5.340120445,2.211729787,8.978802742000001,11.19053253,
215,Washington-Kennewick,867 N Columbia Center Blvd,99336,53005,1.0,1.0,,674317,14441,8544,5148,3396,1502,9520,11022,23,104.7209316,95.51694121,9.203990354,11.79967054,62.9917667,74.79143724,
216,Nevada-Henderson,10405 S Eastern Ave,89052,32003,1.0,1.0,1.0,3028849,52324,37452,24483,12969,3251,35937,39188,167,149.0614637,135.6862594,13.37520434,7.807828969,-8.468836926,-0.661007964,6426667.0
217,Washington-Union Gap,2530 Rudkin Rd,98903,53077,1.0,1.0,,249922,595,3869,2075,1794,-24,-1173,-1197,-2,15.49927992,8.312485353,7.186794565,-0.096144409,-4.699057985,-4.795202394,
218,Washington-Bellingham,1001 E Sunset Dr,98226,53073,1.0,1.0,,221410,4993,2226,1741,485,526,3956,4482,26,10.16839985,7.952912909,2.2154869390000003,2.402775526,18.0710646,20.47384012,
219,Washington-Puyallup,301 37th Ave SE,98374,53053,1.0,1.0,1.0,952056,17241,12478,7557,4921,1530,10738,12268,52,55.82069875,50.13388627,5.686812486,2.345786031,-6.767407617999999,-4.421621588,
220,California-Riverside,2663 Canyon Springs Pkwy,92507,6065,1.0,1.0,,2414964,34883,30246,16410,13836,1594,19490,21084,-37,12.6155229,6.844565587999999,5.770957311,0.664852989,8.129225065,8.794078054,
221,California-San Diego,12080 Carmel Mountain Rd,92128,6073,1.0,1.0,,3321237,15148,42299,21535,20764,10259,-15748,-5489,-127,12.76502771,6.498850366,6.266177339,3.095969626,-4.752444651,-1.656475025,
222,California-Foothill Ranch,26532 Towne Centre Dr Suites A & B,92610,6059,1.0,1.0,,5222822,42437,62756,33475,29281,28154,-14943,13211,-55,92.75278281,71.08776199,21.66502081,24.05284883,9.10203013,33.15487895,
223,California-Clovis,1075 Shaw Ave,93612,6019,1.0,1.0,,985238,8408,14759,7060,7699,1180,-438,742,-33,15.04433078,7.196488603,7.847842175,1.202812543,-0.4464677070000001,0.7563448359999999,
224,California-San Jose,750 Newhall Dr,95110,6085,,,,1932510,4142,22639,10225,12414,17926,-26261,-8335,63,11.72738429,5.296722663,6.430661627,9.285970704,-13.60364145,-4.317670747,
