ID,Name,Address,ZipCode,FIPS_CODE,Pickup_InStore,Pickup_Curbside,Local_Delivery,POPESTIMATE2018,NPOPCHG_2018,BIRTHS2018,DEATHS2018,NATURALINC2018,INTERNATIONALMIG2018,DOMESTICMIG2018,NETMIG2018,RESIDUAL2018,RBIRTH2018,RDEATH2018,RNATURALINC2018,RINTERNATIONALMIG2018,RDOMESTICMIG2018,RNETMIG2018,2018_sale
120,Florida-Lake Mary,3750 Flagg Ln,32746,12117,1.0,1.0,1.0,500912,5013,5160,4135,1025,2470,1539,4009,-21,33.87924474,35.63563348,-1.756388737,5.226032479,-3.182876996,2.043155477,8767361.0
121,Florida-Orlando,11100 E Colonial Dr,32817,12095,1.0,1.0,1.0,5256127,33305,61994,35309,26685,24391,-17789,6602,18,92.01820259,69.77395832,22.24424427,20.1964965,18.81886921,39.0153657,
122,Minnesota-Blaine,4405 NE Pheasant Ridge Dr,55449,54126,1.0,1.0,1.0,913893,7208,12032,6689,5343,2173,-270,1903,-38,41.26970218,25.22677908,16.04292309,5.810498784,-6.5718370460000015,-0.761338263,9669184.0
123,Minnesota-Burnsville,14230 Burnhaven Dr,55306,27037,1.0,1.0,1.0,445042,3514,5518,2708,2810,459,258,717,-13,30.37090758,13.16006602,17.21084156,0.941523657,-10.29602466,-9.354501001000001,9850206.0
124,Tennessee-Memphis,5280 Summer Ave,38122,47157,1.0,1.0,1.0,1357740,3974,17688,11935,5753,1832,-3596,-1764,-15,103.2662821,91.40075685,11.86552528,4.118830474,13.66364982,17.78248029,12057556.0
125,Tennessee-Memphis South,7697 Winchester Rd,38125,47157,1.0,1.0,1.0,1357740,3974,17688,11935,5753,1832,-3596,-1764,-15,103.2662821,91.40075685,11.86552528,4.118830474,13.66364982,17.78248029,7480151.0
126,Florida-Clermont,1002 E State Rd 50,34711,12069,1.0,1.0,1.0,1924015,8672,20099,18634,1465,2325,4814,7139,68,118.7436962,126.2348734,-7.491177137,5.418413939,56.41428365,61.8326976,
127,Florida-Kissimmee,3003 W Vine St,34741,12097,1.0,1.0,1.0,397861,14950,4731,2858,1873,8542,4524,13066,11,33.12734988,26.88559359,6.241756299,24.42708936,15.97700283,40.40409219,
128,Iowa-Clive,10331 University Ave,50325,38202,1.0,1.0,,4321292,40757,58865,32797,26068,14232,390,14622,67,198.3358202,185.7719534,12.56386681,15.52142948,60.17761535,75.69904483,10421010.0
129,Florida-Lutz,2160 Grand Cypress Dr,33559,24158,1.0,1.0,1.0,2405639,40558,26604,21308,5296,11905,23288,35193,69,31.68193406,28.40827143,3.273662624,11.58822296,32.21822067,43.80644362,4171030.0
130,Florida-Clearwater,25813 US Hwy 19 N,33763,12103,1.0,1.0,1.0,973058,4717,8218,12554,-4336,2059,6996,9055,-2,8.466059785,12.93294166,-4.466881872,2.121150778,7.207173796,9.328324574,
131,Florida-Palm Beach Gardens,100 Gander Way,33403,12099,1.0,1.0,1.0,1482876,12532,15009,15358,-349,9033,3926,12959,-78,10.16449841,10.4008506,-0.236352185,6.117390509,2.658792775,8.776183285,
132,Florida-Ellenton,6126 US-301,34222,12081,1.0,1.0,1.0,394387,8881,3443,4192,-749,1067,8532,9599,31,8.829416343,10.75019266,-1.920776312,2.736272796,21.87992455,24.61619735,
133,Missouri-Springfield,3700 S Campbell Ave,65807,29077,1.0,1.0,,791870,3810,8424,8258,166,536,3127,3663,-19,149.94510469999997,154.9599543,-5.014849538,7.43407208,69.32335022,76.75742229,
134,Missouri-Lee's Summit,601 N State Highway 291,64086,29095,1.0,1.0,1.0,1747243,7611,20810,17671,3139,1670,2830,4500,-28,277.68147700000003,253.8015703,23.87990667,18.25063207,-10.17073821,8.079893865,8004158.0
135,Missouri-Kansas City,600 NE Barry Rd,64155,58212,1.0,1.0,1.0,862908,8786,10001,7449,2552,827,5405,6232,2,226.7620791,221.3334326,5.428646447999999,7.110033517000001,-16.55887051,-9.448836983,8072073.0
136,Alabama-Mobile,312 Schillinger Rd,36608,1097,1.0,1.0,1.0,413908,-137,5543,4429,1114,440,-1677,-1237,-14,13.38964893,10.69867493,2.690974005,1.062862264,-4.050954583,-2.988092319,7444256.0
137,Mississippi-Jackson,6360 Ridgewood Court Dr,39211,28049,1.0,1.0,,235824,-4105,3062,2232,830,286,-5245,-4959,24,12.87222571,9.383020181000001,3.489205533,1.202304557,-22.04925665,-20.84695209,7690361.0
138,Kansas-Olathe,2000 E Santa Fe St,66062,20091,1.0,1.0,1.0,1232025,14466,14786,9188,5598,1820,7065,8885,-17,131.3784204,122.1950975,9.18332286,6.614609837000001,38.8607675,45.47537733,10096915.0
139,Arkansas-Little Rock,11801 Chenal Pkwy,72211,5119,1.0,1.0,,571565,-1346,7296,5672,1624,188,-3152,-2964,-6,75.07129563,68.52860152,6.542694119,2.209705054,-38.08427487,-35.87456982,12960539.0
140,Mississippi-Hattiesburg,1000 Turtle Creek Dr,39402,84139,1.0,1.0,1.0,275899,1082,3458,3045,413,208,464,672,-3,86.30154861,81.26537291,5.036175687,3.935032226,15.09638656,19.0314188,6122391.0
141,Iowa-Council Bluffs,3271 Marketplace Dr.,51501,19155,1.0,1.0,1.0,93264,-152,1111,930,181,-9,-322,-331,-2,11.90272123,9.96357403,1.939147204,-0.096421684,-3.449753589,-3.546175273,4313222.0
142,Nebraska-Omaha,12990 W Center Rd,68144,31055,1.0,1.0,1.0,1493711,17571,17878,10812,7066,2343,8186,10529,-24,137.9924207,112.03030990000002,25.96211081,8.076006162999999,55.16986451,63.24587068,
143,Mississippi-Gulfport,15065 Creosote Rd,39503,28047,1.0,1.0,,437022,1356,5142,4861,281,119,965,1084,-9,89.88996187,93.08841247,-3.1984505860000003,0.896082103,2.260638402,3.156720513,6200858.0
144,South Dakota-Sioux Falls,1601 W 41st St,57105,46099,1.0,1.0,,190992,1454,2911,1420,1491,296,-327,-31,-6,15.29971356,7.463274906,7.836438651,1.55572491,-1.718655559,-0.162930649,
145,Arkansas-Rogers,3551 S 27th St,72758,5007,1.0,1.0,,684568,10251,8332,5261,3071,802,6385,7187,-7,101.2684274,91.83724725,9.431180173,6.5538556,64.67864522,71.23250081,12660420.0
146,Nebraska-Lincoln,6845 S 27th St,68512,31109,1.0,1.0,,966227,7987,12083,8586,3497,2490,2011,4501,-11,42.83258073,46.29012229,-3.457541567,8.374038883999999,34.01497384,42.38901272,
147,Louisiana-Slidell,150 North Shore Blvd,70460,22103,1.0,1.0,1.0,258035,2114,2867,2410,457,124,1547,1671,-14,11.15659706,9.378234713,1.77836235,0.482531579,6.019970581,6.50250216,5630852.0
148,Louisiana-Kenner,1000 W Esplanade Blvd,70065,22051,1.0,1.0,1.0,433884,-2242,5719,4382,1337,1161,-4736,-3575,-4,13.14697532,10.07344743,3.0735278910000003,2.66893484,-10.88723118,-8.218296341,
149,Oklahoma-Tulsa,11015 E 51st St,74146,40143,1.0,1.0,1.0,647683,1246,8852,6190,2662,1206,-2620,-1414,-2,13.68033876,9.566346243,4.11399252,1.863814793,-4.049083547,-2.185268754,15544408.0
150,Louisiana-Shreveport,1376 East 70th St,71105,22017,1.0,1.0,,242833,-3102,3155,2771,384,18,-3505,-3487,1,12.91001048,11.33871285,1.57129763,0.073654576,-14.34218279,-14.26852822,8305328.0
151,Kansas-Wichita,301 S Towne East Mall Dr,67207,20173,1.0,1.0,,515760,273,6834,4583,2251,600,-2572,-1972,-6,21.99440866,18.91151553,3.08289313,0.7347719979999999,-18.03242495,-17.29765294,
152,Louisiana-Lafayette,4210 Ambassador Caffery Pkwy,70508,22055,1.0,1.0,,243113,1357,3251,1942,1309,191,-145,46,2,13.4098076,8.01041106,5.399396538,0.7878416640000001,-0.598099693,0.189741972,
153,Oklahoma-Oklahoma City North,2201 NW 138 St,73134,40109,,,,790593,4525,11348,7318,4030,1216,-692,524,-29,14.39497774,9.282908628,5.112069113,1.542500259,-0.877804423,0.664695835,
154,Texas-Tyler,3900 Troup Hwy,75703,48423,1.0,1.0,,269347,2732,3410,2600,810,122,1800,1922,0,47.6451335,40.91996333,6.725170165,0.453945867,6.712500319,7.166446195,
155,Oklahoma-Moore,621 SW 19th St,73160,80136,1.0,1.0,1.0,1177273,6367,15316,10675,4641,1628,137,1765,-39,45.27779319,39.28503737,5.992755817999999,3.27419561,-14.46491776,-11.19072216,10142603.0
156,Oklahoma-Oklahoma City,701 S MacArthur Blvd,73128,80126,1.0,1.0,1.0,935019,8950,13166,8386,4780,1282,2915,4197,-27,27.17857423,16.79274419,10.38583004,2.006591221,24.48546981,26.49206102,16082901.0
157,Texas-Garland,3002 Firewheel Pkwy,75040,48113,1.0,1.0,1.0,2781531,10925,40554,18153,22401,9982,-21444,-11462,-14,64.16659236,47.93487378,16.23171858,4.8165792430000005,-27.67071097,-22.85413173,5091417.0
158,Texas-Plano-East,2704 Central Expy,75074,48085,1.0,1.0,1.0,1004307,32443,11053,4732,6321,4211,21875,26086,36,11.18627892,4.789059246,6.397219674,4.261776941,22.1387724,26.40054935,
159,Texas-Plano West,5540 State Highway 121,75024,96206,1.0,1.0,1.0,1863048,55820,20978,8663,12315,6067,37323,43390,115,22.90338028,9.42985778,13.4735225,6.45290441,40.37613077,46.82903519,9464762.0
160,Texas-Mesquite,2727 Towne Centre Dr,75150,48113,1.0,1.0,1.0,2781531,10925,40554,18153,22401,9982,-21444,-11462,-14,64.16659236,47.93487378,16.23171858,4.8165792430000005,-27.67071097,-22.85413173,12320285.0
161,Texas-Farmers Branch,13307 Midway Rd,75244,48113,1.0,1.0,1.0,2781531,10925,40554,18153,22401,9982,-21444,-11462,-14,64.16659236,47.93487378,16.23171858,4.8165792430000005,-27.67071097,-22.85413173,11843503.0
162,Texas-Lewisville,2512 S Stemmons Fwy,75067,96234,1.0,1.0,1.0,3640272,34302,50479,22084,28395,11838,-5996,5842,65,75.88369372,52.57567231,23.30802141,7.007706712,-9.4333526,-2.425645885,
163,Texas-Grand Prairie,2650 W Interstate 20,75052,96552,1.0,1.0,1.0,4862977,35920,67986,31853,36133,15932,-16115,-183,-30,77.42550142,54.55659491,22.86890651,7.69243623,-25.09500645,-17.40257022,
164,Texas-N. Richland Hills,8651 Airport Fwy,76180,48439,1.0,1.0,1.0,2081446,24995,27432,13700,13732,5950,5329,11279,-16,13.25890906,6.62172113,6.637187924,2.875856987,2.575704519,5.451561506,9671070.0
165,Texas-Alliance,2201 Porter Creek Dr,76177,96560,1.0,1.0,1.0,2940187,48372,37357,17631,19726,7806,20777,28583,63,24.97601042,11.26251966,13.71349075,5.066984456,20.81306289,25.88004735,13436064.0
166,Texas-Mansfield,602 U.S. Hwy 287,76063,144829,1.0,1.0,1.0,3525062,44942,44842,24548,20294,7877,16797,24674,-26,178.4473299,159.8993784,18.54795146,13.52053525,55.97914545,69.49968069,
167,Texas-Fort Worth,5608 SW Loop 820,76132,48439,1.0,1.0,1.0,2081446,24995,27432,13700,13732,5950,5329,11279,-16,13.25890906,6.62172113,6.637187924,2.875856987,2.575704519,5.451561506,
168,Texas-Conroe,16778 I-45 South,77384,48339,1.0,1.0,1.0,3780277,27486,45357,31661,13696,10104,3657,13761,29,210.2223792,188.0980255,22.12435367,22.15017551,8.538849943999999,30.68902547,19070456.0
169,Texas-Humble,9450 FM 1960 Bypass Rd West,77338,48201,1.0,1.0,1.0,4714605,22690,67829,28063,39766,25968,-43187,-17219,143,24.23633935,14.84987895,9.386460397,5.445853914,7.907405617,13.35325954,12584835.0
170,Texas-Wichita Falls,3111 Midwestern Pkwy #200,76308,96494,1.0,1.0,,142619,26,1706,1624,82,90,-144,-54,-2,34.98141781,34.49790131,0.483516491,0.6831223240000001,-14.10985691,-13.42673459,4462265.0
171,Texas-Webster,20780 Gulf Fwy,77598,48201,1.0,1.0,1.0,4714605,22690,67829,28063,39766,25968,-43187,-17219,143,24.23633935,14.84987895,9.386460397,5.445853914,7.907405617,13.35325954,18329303.0
172,Texas-Willowbrook,12605 N Gessner Dr,77064,48201,1.0,1.0,1.0,4714605,22690,67829,28063,39766,25968,-43187,-17219,143,24.23633935,14.84987895,9.386460397,5.445853914,7.907405617,13.35325954,
173,Texas-Cypress,24340 Northwest Freeway,77429,48201,1.0,1.0,1.0,4714605,22690,67829,28063,39766,25968,-43187,-17219,143,24.23633935,14.84987895,9.386460397,5.445853914,7.907405617,13.35325954,
174,South Dakota-Rapid City,2200 N Maple Ave,57701,92196,1.0,1.0,,187048,2163,2261,1581,680,-77,1555,1478,5,54.86392833,43.74089491,11.12303342,-0.313897644,0.34229575,0.028398102,4745233.0
175,Texas-Pearland,3000 Kirby Dr,77584,48039,1.0,1.0,1.0,368887,7034,4728,2507,2221,316,4496,4812,1,12.94030709,6.861537619,6.078769467000001,0.8648766999999999,12.30533432,13.17021102,10572650.0
176,Texas-College Station,2301 Earl Rudder Fwy,77845,48041,1.0,1.0,,225781,1864,2663,1088,1575,1011,-734,277,12,11.84350386,4.83880293,7.004700933,4.496350884,-3.2644130060000003,1.231937878,2977684.0
177,Texas-Katy,19420 Katy Fwy.,77094,48201,1.0,1.0,1.0,4714605,22690,67829,28063,39766,25968,-43187,-17219,143,24.23633935,14.84987895,9.386460397,5.445853914,7.907405617,13.35325954,
178,Texas-Sugar Land,16960 Southwest Fwy,77479,48157,1.0,1.0,1.0,788081,20369,9511,3639,5872,4463,10051,14514,-17,12.22656227,4.678000222,7.548562052,5.737267104,12.92074203,18.65800913,10477547.0
179,Texas-Richmond,4833 Waterview Meadow Dr,77406,48157,1.0,1.0,1.0,788081,20369,9511,3639,5872,4463,10051,14514,-17,12.22656227,4.678000222,7.548562052,5.737267104,12.92074203,18.65800913,10192839.0
180,Texas-Pflugerville,19000 Limestone Commercial Dr,78660,96944,1.0,1.0,1.0,2111995,45062,24791,11093,13698,6063,25190,31253,111,45.39939979,27.73087166,17.66852814,8.301255402,50.53264718,58.83390258,13046668.0
181,Texas-Cedar Park,4801 183A Toll Rd,78613,96944,1.0,1.0,1.0,2111995,45062,24791,11093,13698,6063,25190,31253,111,45.39939979,27.73087166,17.66852814,8.301255402,50.53264718,58.83390258,15121588.0
182,Texas-South Austin,5151 US Hwy 290,78735,48453,1.0,1.0,1.0,1246572,18987,15123,5942,9181,4576,5169,9745,61,12.22476989,4.803252178,7.421517712999999,3.699037692,4.178392883,7.877430575,
183,Texas-New Braunfels,642 S Walnut Ave,78130,144487,1.0,1.0,1.0,538457,18961,6080,3724,2356,377,16169,16546,59,43.57499785,33.65093219,9.924065667999999,1.935575691,81.02627537,82.96185106,
184,Texas-Live Oak,7613 N Loop 1604 E,78233,48029,1.0,1.0,1.0,1981187,24199,26779,14094,12685,3106,8393,11499,15,13.59970037,7.157630121,6.442070247999999,1.577380386,4.262380417,5.839760803,13743368.0
185,Colorado-Johnstown,4900 Thompson Pkwy,80534,8123,1.0,1.0,,314815,8930,4304,1882,2422,394,6083,6477,31,13.86821331,6.064121154,7.804092154,1.269534397,19.600451100000004,20.8699855,
186,Texas-San Antonio,8421 US Hwy 281,78216,48029,1.0,1.0,1.0,1981187,24199,26779,14094,12685,3106,8393,11499,15,13.59970037,7.157630121,6.442070247999999,1.577380386,4.262380417,5.839760803,11326052.0
187,Colorado-Longmont,955 S Hover St,80503,16082,1.0,1.0,1.0,675296,8771,5923,4251,1672,1499,5586,7085,14,17.60946163,12.63691779,4.972543842,4.5190521210000005,16.18486686,20.70391898,1404174.0
188,Colorado-Broomfield,1660 W Midway Blvd,80020,24073,1.0,1.0,1.0,4405005,9403,52371,41169,11202,4741,-6534,-1793,-6,422.4659326,390.2703828,32.19554982,31.65639276,-25.80281934,5.853573412,
189,Texas-San Antonio NW,6840 NW Loop 410,78238,48029,1.0,1.0,1.0,1981187,24199,26779,14094,12685,3106,8393,11499,15,13.59970037,7.157630121,6.442070247999999,1.577380386,4.262380417,5.839760803,
190,Colorado-Colorado Springs,335 N Academy Blvd,80909,8041,1.0,1.0,1.0,1548914,11414,21060,10380,10680,610,89,699,35,27.254355800000006,13.47569814,13.77865766,0.8053893520000001,1.659490635,2.46487999,6972381.0
191,Texas-Lubbock,4304 W Loop 289,79407,96522,1.0,1.0,,330598,2208,4312,2867,1445,293,469,762,1,26.30816848,17.48692367,8.821244814,0.955891948,-2.858809318,-1.90291737,
192,Texas-Corpus Christi,4949 Greenwood Dr,78416,48355,1.0,1.0,,362026,791,4540,3044,1496,359,-1064,-705,0,12.55425082,8.417431605,4.136819212,0.992726001,-2.942229707,-1.949503706,9799952.0
193,Texas-Odessa,4101 E 42nd St,79762,48135,1.0,1.0,,161960,5009,2885,1262,1623,268,3106,3374,12,18.09282214,7.914433807999999,10.17838833,1.680719699,19.47878875,21.15950845,12029579.0
194,Montana-Billings,905 S 24th St W,59102,30111,1.0,1.0,,160029,763,1857,1552,305,42,421,463,-5,11.63187648,9.721417498,1.91045898,0.263079597,2.637059772,2.90013937,
195,Texas-Laredo,5000 San Dario Ave,78041,48479,1.0,1.0,,275120,1429,4741,1401,3340,416,-2332,-1916,5,17.27735049,5.105582796,12.17176769,1.516004599,-8.498371935,-6.982367336,
196,Texas-Pharr,1600 W Kelly Ave,78577,48215,1.0,1.0,,866529,5982,14006,4613,9393,100,-3521,-3421,10,26.5663495,15.40169174,11.16465776,0.34970768700000004,-20.19743866,-19.84773098,
197,New Mexico-Albuquerque,11150 Lomas Blvd,87112,35001,1.0,1.0,,678034,-169,7281,5939,1342,738,-2221,-1483,-28,10.73706144,8.758056298,1.979005144,1.088305363,-3.275238767,-2.186933405,7607685.0
198,Texas-El Paso,1120 McRae Blvd,79925,48141,1.0,1.0,1.0,1548914,11414,21060,10380,10680,610,89,699,35,27.254355800000006,13.47569814,13.77865766,0.8053893520000001,1.659490635,2.46487999,10127589.0
199,Texas-El Paso West,655 Sunland Park Dr,79912,48141,1.0,1.0,1.0,1548914,11414,21060,10380,10680,610,89,699,35,27.254355800000006,13.47569814,13.77865766,0.8053893520000001,1.659490635,2.46487999,
200,Utah-West Bountiful,190 500 W,84010,49011,1.0,1.0,1.0,360073,4446,5631,1903,3728,144,580,724,-6,33.6264834,14.03481017,19.59167323,0.412749961,-7.026349852,-6.613599891000002,
201,Utah-Riverdale,1134 W Riverdale Rd,84405,98068,1.0,1.0,1.0,615770,8567,9373,3586,5787,361,2421,2782,-2,48.37988049,20.67029048,27.70959001,1.268305057,0.232069185,1.5003742409999998,
202,Utah-Provo,1165 S University Ave,84601,49049,1.0,1.0,1.0,621520,14778,11733,2564,9169,959,4624,5583,26,19.10504436,4.175005007,14.93003936,1.561556085,7.529338202999999,9.090894288,
203,Utah-Sandy,203 W 9000 S,84070,49035,1.0,1.0,1.0,1148692,11973,16440,6595,9845,3820,-1664,2156,-28,14.38690896,5.771390791,8.615518172,3.342943567,-1.456193219,1.886750348,
204,Utah-West Jordan,7453 Plaza Center Dr,84084,49035,1.0,1.0,1.0,1148692,11973,16440,6595,9845,3820,-1664,2156,-28,14.38690896,5.771390791,8.615518172,3.342943567,-1.456193219,1.886750348,
205,Idaho-Coeur D' Alene,201 W Neider Ave,83815,16055,1.0,1.0,,161209,3889,1760,1457,303,-118,3694,3576,10,11.05079914,9.148303607999999,1.902495534,-0.740905852,23.19412047,22.45321462,
206,Washington-Spokane,7619 N Division St,99208,53063,1.0,1.0,,513603,7980,5839,4920,919,492,6550,7042,19,11.45771399,9.654384797999999,1.803329193,0.96543848,12.85289033,13.81832881,
207,Arizona-Tucson,5255 E Broadway Blvd,85711,4019,1.0,1.0,1.0,1036554,10163,10970,10074,896,1226,8026,9252,15,10.63528112,9.766620051,0.868661065,1.188592037,7.781109046,8.969701083,
208,Arizona-Prescott,1801 East State Route 69,86301,4025,1.0,1.0,,231772,3690,1780,3197,-1417,-65,5154,5089,18,7.741587547000001,13.90441314,-6.162825592000001,-0.282698422,22.41581024,22.13311181,
209,Arizona-Mesa,1944 S Greenfield Rd,85206,4013,1.0,1.0,1.0,4402403,75219,52475,32678,19797,5676,49531,55207,215,12.02233279,7.486723026,4.53560976,1.300405162,11.34784498,12.64825014,
210,Arizona-Scottsdale,15255 N Northsight Blvd,85260,4013,1.0,1.0,1.0,4402403,75219,52475,32678,19797,5676,49531,55207,215,12.02233279,7.486723026,4.53560976,1.300405162,11.34784498,12.64825014,
211,Arizona-Gilbert,1891 Williams Field Rd,85295,4013,1.0,1.0,1.0,4402403,75219,52475,32678,19797,5676,49531,55207,215,12.02233279,7.486723026,4.53560976,1.300405162,11.34784498,12.64825014,13534494.0
212,Arizona-Phoenix,12025 N 32nd St,85028,4013,1.0,1.0,1.0,4402403,75219,52475,32678,19797,5676,49531,55207,215,12.02233279,7.486723026,4.53560976,1.300405162,11.34784498,12.64825014,11435712.0
213,Arizona-Tempe South,1050 W Elliot Rd,85284,4013,1.0,1.0,1.0,4402403,75219,52475,32678,19797,5676,49531,55207,215,12.02233279,7.486723026,4.53560976,1.300405162,11.34784498,12.64825014,
214,Arizona-Peoria,10140 N 91st Ave,85345,4013,1.0,1.0,1.0,4402403,75219,52475,32678,19797,5676,49531,55207,215,12.02233279,7.486723026,4.53560976,1.300405162,11.34784498,12.64825014,
215,Washington-Kennewick,867 N Columbia Center Blvd,99336,53005,1.0,1.0,,684568,10251,8332,5261,3071,802,6385,7187,-7,101.2684274,91.83724725,9.431180173,6.5538556,64.67864522,71.23250081,
216,Nevada-Henderson,10405 S Eastern Ave,89052,32003,1.0,1.0,1.0,3081552,52703,37130,25382,11748,-153,40938,40785,170,148.4873682,116.4451058,32.04226239,5.948394455,3.02625178,8.974646228,11691818.0
217,Washington-Union Gap,2530 Rudkin Rd,98903,53077,1.0,1.0,,250562,640,3773,2164,1609,-147,-823,-970,1,15.07740507,8.647629095,6.429775977,-0.587431366,-3.2888164260000003,-3.876247792,
218,Washington-Bellingham,1001 E Sunset Dr,98226,53073,1.0,1.0,,225197,3787,2179,1652,527,414,2833,3247,13,9.758019915,7.398003166,2.360016749,1.853979002,12.68676935,14.54074835,
219,Washington-Puyallup,301 37th Ave SE,98374,53053,1.0,1.0,1.0,966951,14895,12158,7727,4431,945,9486,10431,33,57.87155368,44.63466728,13.2368864,1.447969606,26.31186281,27.75983242,680237.0
220,California-Riverside,2663 Canyon Springs Pkwy,92507,6065,1.0,1.0,,2445789,30825,29564,17961,11603,242,18996,19238,-16,12.16437042,7.390212997999999,4.77415742,0.09957305,7.816072942000001,7.915645992000001,
221,California-San Diego,12080 Carmel Mountain Rd,92128,6073,1.0,1.0,,3333861,12624,40673,22670,18003,5575,-10815,-5240,-139,12.22311076,6.812822291,5.410288474,1.675407334,-3.250139968,-1.574732634,
222,California-Foothill Ranch,26532 Towne Centre Dr Suites A & B,92610,6059,1.0,1.0,,5256127,33305,61994,35309,26685,24391,-17789,6602,18,92.01820259,69.77395832,22.24424427,20.1964965,18.81886921,39.0153657,
223,California-Clovis,1075 Shaw Ave,93612,6019,1.0,1.0,,991950,6712,14696,7460,7236,495,-1009,-514,-10,14.86555654,7.54607048,7.319486058,0.500711111,-1.020641436,-0.519930325,
224,California-San Jose,750 Newhall Dr,95110,6085,,,,1932337,-173,21826,10727,11099,13262,-24573,-11311,39,11.29462564,5.551060624,5.743565011,6.86288487,-12.71615668,-5.853271811,
